0.0116, 0.5, 200, 30000, 18, 38153, 15.765000000000004, 215, ArtisticLicensePhysics, BigBad, BottomlessMagazines, BreakingTheFourthWall, ButtMonkey, ChekhovsGun, ChewingTheScenery, ComicallyMissingThePoint, CreatorCameo, EvilGenius, EvilLaugh, FiveBadBand, FiveManBand, FunnyBackgroundEvent, GunsAkimbo, HandSignals, HeroicBSOD, HeroicSacrifice, HopeSpot, HypocriticalHumor, ImprobableAimingSkills, IronicEcho, Irony, KickTheDog, LargeHam, MeaningfulName, MoodWhiplash, MsFanservice, MyGodWhatHaveIDone, OhCrap, PetTheDog, RunningGag, ShoutOut, TheBigGuy, TheBrute, TheChick, TheDitz, TheDragon, TheHero, TheLancer, TheReasonYouSuckSpeech, TheSmartGuy, TooDumbToLive
0.0116, 0.75, 200, 30000, 6, 19183, 16.452, 233, AdaptationalHeroism, AdaptationalVillainy, Badass, BigBad, BigDamnHeroes, BittersweetEnding, BodyHorror, BondOneLiner, ButtMonkey, ChekhovsGun, CompositeCharacter, CreepyChild, DeadpanSnarker, DeathByAdaptation, DidNotGetTheGirl, DownerEnding, EvenEvilHasStandards, EvilGenius, FauxAffablyEvil, FiveBadBand, FiveManBand, GenreSavvy, Gorn, GroinAttack, IdiotBall, JerkWithAHeartOfGold, LaserGuidedKarma, MoodWhiplash, MythologyGag, NothingIsScarier, Novelization, OhCrap, PreMortemOneLiner, SceneryPorn, ShoutOut, StealthPun, TheBigGuy, TheBrute, TheChick, TheDragon, TheLancer, TheReasonYouSuckSpeech, TheSmartGuy
0.0116, 0.5, 50, 30000, 26, 12945, 16.498000000000005, 261, AllYourBaseAreBelongToUs, Badass, BadassBoast, BerserkButton, BigBad, BigDamnHeroes, BottomlessMagazines, BrickJoke, ChekhovsGun, ComicallyMissingThePoint, ContinuityNod, DeadpanSnarker, DeathBySex, DevelopingDoomedCharacters, DownerEnding, EvilGenius, FanService, FinalGirl, FiveBadBand, FiveManBand, Foreshadowing, FreezeFrameBonus, HamToHamCombat, HopeSpot, InfantImmortality, IronicEcho, JerkWithAHeartOfGold, Jerkass, JerkassHasAPoint, LampshadeHanging, LargeHam, MythologyGag, PreMortemOneLiner, ShoutOut, TheBigGuy, TheBrute, TheCameo, TheChick, TheHero, TheLancer, TheReasonYouSuckSpeech, TheSmartGuy, VitriolicBestBuds
0.0116, 0.75, 100, 30000, 10, 86539, 17.645999999999997, 282, AdaptationDistillation, AdaptationalHeroism, AdaptationalVillainy, BerserkButton, BigBad, BigDamnHeroes, BittersweetEnding, BodyHorror, BondOneLiner, BookEnds, ChekhovsGun, ChekhovsSkill, ComicallyMissingThePoint, CoolCar, DeadpanSnarker, DeathByAdaptation, DownerEnding, EvenEvilHasStandards, EvilGenius, FiveBadBand, FiveManBand, Foreshadowing, FreezeFrameBonus, GroinAttack, IronicEcho, JerkWithAHeartOfGold, Jerkass, LighterAndSofter, MythologyGag, RunningGag, SequelHook, ShootTheShaggyDog, ShoutOut, TakeThat, TheBigGuy, TheBrute, TheChick, TheDragon, TheHero, TheLancer, TheLeader, TheSmartGuy, TitleDrop
0.0116, 0.5, 50, 30000, 0, 50494, 17.263999999999996, 343, ActionFilmQuietDramaScene, AssholeVictim, BerserkButton, BigBad, BigDamnHeroes, BittersweetEnding, BrickJoke, ChekhovsGun, ChekhovsSkill, ContinuityNod, DeadpanSnarker, DevelopingDoomedCharacters, EvilGenius, FinalGirl, FiveBadBand, FiveManBand, Foreshadowing, HamToHamCombat, HeterosexualLifePartners, InfantImmortality, KickTheDog, LargeHam, MadeOfIron, MeaningfulEcho, MeaningfulName, MythologyGag, OhCrap, OneManArmy, OverlyLongGag, RunningGag, ShooOutTheClowns, ShoutOut, TheBigGuy, TheBrute, TheChick, TheDragon, TheHero, TheLancer, TheLeader, TheSmartGuy, TitleDrop, TookALevelInBadass, WhatTheHellHero
0.0116, 0.5, 100, 30000, 22, 87576, 14.044999999999998, 373, AdaptationDistillation, Adorkable, AllThereInTheManual, ArtisticLicensePhysics, AssholeVictim, BerserkButton, BigBad, BittersweetEnding, BookEnds, ChekhovsGun, CloudCuckooLander, ComicallyMissingThePoint, DeadpanSnarker, DeathByAdaptation, DemotedToExtra, EvilGenius, FiveBadBand, Foreshadowing, FunnyBackgroundEvent, HairTriggerTemper, HamToHamCombat, HeroicSacrifice, IndyPloy, JerkWithAHeartOfGold, Jerkass, LargeHam, MythologyGag, NiceJobBreakingItHero, NiceJobFixingItVillain, OhCrap, OnlySaneMan, PragmaticAdaptation, PrecisionFStrike, RunningGag, SceneryGorn, SceneryPorn, ShoutOut, TheBrute, TheDragon, TooDumbToLive, WhatHappenedToTheMouse, WhatTheHellHero, YouHaveFailedMe
0.0116, 0.75, 50, 30000, 14, 62459, 14.549999999999999, 402, BerserkButton, BigBad, BittersweetEnding, BodyHorror, BottomlessMagazines, ButtMonkey, CanonForeigner, ChekhovsGun, ComicallyMissingThePoint, CompositeCharacter, CreatorCameo, CreepyChild, DownerEnding, EvilGenius, ExactWords, FanService, FiveBadBand, Foreshadowing, FreezeFrameBonus, GenreSavvy, GettingCrapPastTheRadar, GroinAttack, HeroicSacrifice, ImperialStormtrooperMarksmanshipAcademy, InfantImmortality, IronicEcho, Jerkass, LargeHam, MeaningfulName, MoreDakka, MythologyGag, NotSoDifferent, OhCrap, OutrunTheFireball, RunningGag, ShoutOut, StealthPun, TakingYouWithMe, TheBrute, TheDragon, TheHeroDies, VillainousBreakdown, WhatHappenedToTheMouse
0.0116, 1, 50, 30000, 2, 94124, 16.375, 464, AlliterativeName, AnachronismStew, AntiHero, Badass, BadassGrandpa, BigBad, BlackAndGrayMorality, BondOneLiner, BottomlessMagazines, ChekhovsGun, CurbStompBattle, DeadpanSnarker, EvilGenius, EyeScream, FiveBadBand, FiveManBand, Foreshadowing, FreezeFrameBonus, FunnyBackgroundEvent, GenreSavvy, GroinAttack, GunsAkimbo, HamToHamCombat, IHaveManyNames, ImperialStormtrooperMarksmanshipAcademy, LargeHam, OneManArmy, PreMortemOneLiner, PrecisionFStrike, ProductPlacement, RealityEnsues, ShownTheirWork, TheBigGuy, TheBrute, TheCameo, TheChick, TheDragon, TheHero, TheLancer, TheSmartGuy, TookALevelInBadass, Understatement, WhatHappenedToTheMouse
0.0116, 0.5, 200, 30000, 19, 92610, 14.268, 305, ActionGirl, AdaptationalAttractiveness, AntiHero, AntiVillain, ArsonMurderAndJaywalking, Badass, BadassGrandpa, BerserkButton, BigBad, BigNo, BittersweetEnding, BodyHorror, CanonForeigner, ChekhovsGun, CompositeCharacter, CoolCar, DeadpanSnarker, EyeScream, FanDisservice, FanService, FiveManBand, Foreshadowing, FreezeFrameBonus, HamToHamCombat, HypocriticalHumor, IronicEcho, LampshadeHanging, LargeHam, MythologyGag, OhCrap, PreMortemOneLiner, PrecisionFStrike, PunctuatedForEmphasis, RedshirtArmy, ShoutOut, TheBigGuy, TheChick, TheLancer, TheLeader, TheSmartGuy, TrailersAlwaysSpoil, WhatHappenedToTheMouse, WhatTheHellHero
0.0116, 0.75, 200, 30000, 7, 91445, 16.635, 342, ActionGirl, Badass, BerserkButton, BigBad, BigNo, ButtMonkey, ChekhovsGun, ChewingTheScenery, CombatPragmatist, ContinuityNod, CoolCar, DeadpanSnarker, DoesThisRemindYouOfAnything, EvenEvilHasStandards, EvilGenius, FiveBadBand, FiveManBand, Foreshadowing, FreezeFrameBonus, FunnyBackgroundEvent, GroinAttack, HeroicSacrifice, ItsAllAboutMe, Jerkass, LargeHam, MythologyGag, OhCrap, OnlyAFleshWound, PoliceAreUseless, PsychoForHire, RunningGag, SequelHook, ShoutOut, TakingYouWithMe, TheBigGuy, TheBrute, TheChick, TheDragon, TheLancer, TheLeader, TheSmartGuy, TitleDrop, TookALevelInBadass
0.0116, 0.5, 100, 30000, 23, 81954, 17.576, 243, ActionFilmQuietDramaScene, AdaptationDistillation, AllThereInTheManual, BatmanGambit, BigBad, BittersweetEnding, BondOneLiner, ChekhovsGun, ClusterFBomb, DeadpanSnarker, DeathByAdaptation, EvilGenius, ExactWords, EyeScream, FiveBadBand, FiveManBand, Foreshadowing, GenreSavvy, HeroicSacrifice, IronicEcho, Jerkass, KarmaHoudini, KickTheDog, MeaningfulName, MythologyGag, OhCrap, PetTheDog, PreMortemOneLiner, ShoutOut, SirSwearsalot, SmugSnake, SparedByTheAdaptation, TheBigGuy, TheBrute, TheChick, TheDragon, TheHero, TheLancer, TheLeader, TheSmartGuy, TooDumbToLive, VillainousBreakdown, WhatTheHellHero
